species_category,page_url,table_index,row_index,document_name,document_author,document_year,table_caption,Chemical,Endpoint Value,Endpoint Description,Sex,Life Cycle Stage,Sample Size,Location,Type,California Counties,Countries,page_number,Exposure Endpoint Type,Units,Condition,Error,Age-Specific,Lab,parsed_document_title,parsed_authors,parsed_issue,parsed_volume,parsed_year,parsed_journal
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Nesting habits of the California shrikeAuthor(s)Atkinson, William A.Pages9-11YearThursday, January 1, 1970 - 12:00Volume3",,,,Female,Adult,9 clutches,,Exposure Factor Datasets,Santa Clara,,28,Clutch or Litter Size,eggs/clutch,,,,,Nesting habits of the California shrike,"Atkinson, William A.Pages9-11",,3,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Nesting ecology of the loggerhead shrike in southwestern OklahomaAuthor(s)Tyler, Jack D.Pages95-104YearWednesday, January 1, 1992 - 12:00Issue1Volume104",,5.8,"average clutch size, 4 years",Female,Adult,101 nests,"Lawton, Comanche County",Exposure Factor Datasets,,,28,Clutch or Litter Size,eggs/clutch,,,,,Nesting ecology of the loggerhead shrike in southwestern Oklahoma,"Tyler, Jack D.Pages95-104",1,104,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Habitat selection and breeding biology of loggerhead shrikes in eastern Ontario and QuebecAuthor(s)Chabot, Amy, Rodger D. Titman and David M. BirdPages155-156YearSunday, January 1, 1995 - 12:00Volume6",,,,Both Male and Female,Adult,27-52 pairs/yr,"eastern Ontario, Quebec",Exposure Factor Datasets,,CANADA,28,Clutches or Litters per year,clutches/yr,,,,,Habitat selection and breeding biology of loggerhead shrikes in eastern Ontario and Quebec,"Chabot, Amy, Rodger D. Titman, David M. BirdPages155-156",,6,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Loggerhead Shrike (Lanius ludovicianus)Author(s)Yosef, ReuvenPages1-27PublisherThe Academy of Natural Sciences and The American Ornithologists' UnionYearMonday, January 1, 1996 - 12:00Issue231",,review,,,,,,Exposure Factor Datasets,,"CANADA, USA",28,Duration of Incubation or Gestation,,,,,,Loggerhead Shrike (Lanius ludovicianus),"Yosef, ReuvenPages1-27PublisherThe Academy of Natural Sciences, The American Ornithologists' Union",231,,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Breeding behavior of the bell vireo in southern IndianaAuthor(s)Nolan, Val, Jr.Pages225-244YearFriday, January 1, 1960 - 12:00Issue4Volume62",,"May 25, 26 (first clutch); June 10, 17 (second clutch)",initiation dates of first and second clutches,Both Male and Female,Adult,2 nests,Bloomington,Exposure Factor Datasets,,,28,Time of Mating/ Laying,,,,,,Breeding behavior of the bell vireo in southern Indiana,"Nolan, Val, Jr.Pages225-244",4,62,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Bell's Vireo (Vireo bellii)Author(s)Brown, Bryan T.Pages1-17PublisherThe Academy of Natural Sciences; Philadelphia, PA: The American Ornithologists' Union, Washington, D.C.YearFriday, January 1, 1993 - 12:00",,review,,Not Reported,Not Reported,Not Reported,,Exposure Factor Datasets,,"MEXICO, USA",28,Fledging or Weaning Rate,,,,,,Bell's Vireo (Vireo bellii),"Brown, Bryan T.Pages1-17PublisherThe Academy of Natural Sciences; Philadelphia, PA: The American Ornithologists' Union, Washington, D.C",,,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Song sparrows grow and shrink with ageAuthor(s)Smith, James N. M., Peter Arcese, and Dolph SchluterPages210-212YearWednesday, January 1, 1986 - 12:00Volume103",,,,Male,Both Adults and Juveniles,11-37 birds,Mandarte island,Exposure Factor Datasets,,CANADA,28,Body Weight - Mean,g,,,9 - >90 wks,,Song sparrows grow and shrink with age,"Smith, James N. M., Peter Arcese,, Dolph SchluterPages210-212",,103,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Reproductive success of grassland birds at east-central Illinois airportsAuthor(s)Kershner, Eric L., and Eric K. BollingerPages358-366YearMonday, January 1, 1996 - 12:00Volume136",,0.44,proportion of nests that fledged at least one young,Both Male and Female,Adult,4 nests,airports in east-central IL,Exposure Factor Datasets,,,28,Fledging or Weaning Rate,,,,,,Reproductive success of grassland birds at east-central Illinois airports,"Kershner, Eric L.,, Eric K. BollingerPages358-366",,136,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Stability, regulation, and the determination of abundance in an insular song sparrow populationAuthor(s)Arcese, Peter, James N. M. Smith, Wesley M. Hochachka, Christopher M. Rogers, and Donald LudwigPages805-822YearWednesday, January 1, 1992 - 12:00Issue3Volume73",,13,for clutches with 1-5 eggs,Both Male and Female,Not Reported,15 years,Mandarte island,Exposure Factor Datasets,,CANADA,28,Duration of Incubation or Gestation,d,,,,,"Stability, regulation, and the determination of abundance in an insular song sparrow population","Arcese, Peter, James N. M. Smith, Wesley M. Hochachka, Christopher M. Rogers,, Donald LudwigPages805-822",3,73,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Effects of population density and supplemental food on reproduction in song sparrowsAuthor(s)Arcese, Peter and James N. M. SmithPages119-136YearFriday, January 1, 1988 - 12:00Volume57",,4.43,mean mass of nestlings with suppl. food 1 d old;,Not Reported,Nestling,13 nestlings,Mandarte island,Exposure Factor Datasets,,CANADA,28,Body Weight - Mean,g,,0.31 SE,,,Effects of population density and supplemental food on reproduction in song sparrows,"Arcese, Peter, James N. M. SmithPages119-136",,57,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Population estimates of breeding birds in North DakotaAuthor(s)Stewart, Robert E., and Harold A. KantrudPages766-788YearSaturday, January 1, 1972 - 12:00Volume89",,1.69 (40),mean density of breeding birds (maximum density in parentheses),Both Male and Female,Adult,130 sample units (160 acres/unit),,Exposure Factor Datasets,,,28,Population Density,pairs/square mile,,,,,Population estimates of breeding birds in North Dakota,"Stewart, Robert E.,, Harold A. KantrudPages766-788",,89,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Effects of two sagebrush control methods on nongame birdsAuthor(s)Castrale, John S.Pages945-952YearFriday, January 1, 1982 - 12:00Issue4Volume46",,,range of mean breeding bird densities on three grassland-sagebrush sites (over two years),Both Male and Female,Adult,3 sites,Wasatch National Forest,Exposure Factor Datasets,,,28,Population Density,territories/16 ha,,,,,Effects of two sagebrush control methods on nongame birds,"Castrale, John S.Pages945-952",4,46,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Effects of female pairing status and timing of breeding on nesting productivity in western meadowlarks (Sturnella neglecta)Author(s)Dickinson, T.E., J.B. Falls, and J. KopachenaPages3093-3101YearThursday, January 1, 1987 - 12:00Volume65",,first two weeks of May,peak time of nest initiation,Both Male and Female,Adult,46 nests,"near Delta, Manitoba",Exposure Factor Datasets,,CANADA,28,Time of Nesting,,,,,,Effects of female pairing status and timing of breeding on nesting productivity in western meadowlarks (Sturnella neglecta),"Dickinson, T.E., J.B. Falls,, J. KopachenaPages3093-3101",,65,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Variation in reproductivity with age in the brown pelicanAuthor(s)Blus, Lawrence J. and Julie A. KeaheyPages128-134YearSunday, January 1, 1978 - 12:00Volume95",,57.10%,percent of eggs producing downy young in succesful nests (nests producing at least one young),Female,Juvenile,7 nests,Cape Romain National Wildlife Refuge,Exposure Factor Datasets,,,28,Hatching Success,,,,,,Variation in reproductivity with age in the brown pelican,"Blus, Lawrence J., Julie A. KeaheyPages128-134",,95,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Diet of double-crested cormorants wintering in TexasAuthor(s)Campo, Joseph J., Bruce C. Thompson, John C. Barron, Raymond Telfair, II, Phil Durocher and Steve GutreuterPages135-144YearFriday, January 1, 1993 - 12:00Issue2Volume64",,"shad (26.1%), large roughfish (2.5%), small forage species (1.2%), catfish (9.6%), bass (16.5%), sunfish (15.0%), crappies (5.6%), other fishes (23.3%)",percent occurence of prey items by weight in stomach contents,Both Male and Female,Both Adults and Juveniles,420 cormorants,east TX,Exposure Factor Datasets,,,28,Dietary Composition,,,,,,Diet of double-crested cormorants wintering in Texas,"Campo, Joseph J., Bruce C. Thompson, John C. Barron, Raymond Telfair, II, Phil Durocher, Steve GutreuterPages135-144",2,64,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Breeding success of double-crested cormorants in the San Francisco Bay Area, CaliforniaAuthor(s)Stenzel, Lynne E., Harry R. Carter, R. Philip Henderson, Steven D. Emslie, Mark J. Rauzon, Gary W. Page, and Patrick Y. O'BrienPages216-224YearSunday, January 1, 1995 - 12:00Volume18",,0.98 +/- 0.07 to 1.78 +/- 0.06,mean number of chicks fledged/nest (over 3 years),Both Male and Female,Fledgling,296-424 nests/year,San Francisco Bay estuary,Exposure Factor Datasets,,,28,Fledging or Weaning Rate,,,,,,"Breeding success of double-crested cormorants in the San Francisco Bay Area, California","Stenzel, Lynne E., Harry R. Carter, R. Philip Henderson, Steven D. Emslie, Mark J. Rauzon, Gary W. Page,, Patrick Y. O'BrienPages216-224",,18,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=26,0,0,,"Author(s)McLandress, M. Robert, Gregory S.  Yarris, Alison E.H. Perkins, Daniel P. Connelly and Dennis G. Raveling",1996,"Citation:Food of double-crested cormorants, Phalacrocorax auritus, in the gulf and estuary of the St. Lawrence River, Quebec, CanadaAuthor(s)Rail, Jean-Francois, and Gilles ChapdelainePages635-643YearThursday, January 1, 1998 - 12:00Volume76",,"gunnels (5%), sculpins (1%), sand lance (44%), capelin (34%), flatfishes (11%), clupeids (4%), other (1%)",proportion of prey species in diet by percent volume,Not Reported,Both Adults and Juveniles,187,St. Lawrence Estuary and Gulf,Exposure Factor Datasets,,CANADA,28,Dietary Composition,%,,,,,"Food of double-crested cormorants, Phalacrocorax auritus, in the gulf and estuary of the St. Lawrence River, Quebec, Canada","Rail, Jean-Francois,, Gilles ChapdelainePages635-643",,76,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=27,0,0,,"Author(s)Feldheim, Cliff L.",1997,"Citation:The length of incubation in relation to nest initiation date and clutch size in dabbling ducksAuthor(s)Feldheim, Cliff L.Pages997-1001YearWednesday, January 1, 1997 - 12:00Volume99",,24.5,mean incubation period,Female,Adult,66 nests,"near Devil's Lake (48deg10'N, 98deg90'W)",Exposure Factor Datasets,,,29,Duration of Incubation or Gestation,d,,4.1 2SD,,,The length of incubation in relation to nest initiation date and clutch size in dabbling ducks,"Feldheim, Cliff L.Pages997-1001",,99,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=27,0,0,,"Author(s)Feldheim, Cliff L.",1997,"Citation:Body composition of female mallards in winter in relation to annual cycle eventsAuthor(s)Heitmeyer, Mickey E.Pages669-680YearFriday, January 1, 1988 - 12:00Volume90",,134,,Female,Both Adults and Juveniles,12,Mingo Basin,Exposure Factor Datasets,,,29,Body Fat (total or %),g (lipid),"alternate plumate - early migrants, paired",7 SE,,,Body composition of female mallards in winter in relation to annual cycle events,"Heitmeyer, Mickey E.Pages669-680",,90,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=27,0,0,,"Author(s)Feldheim, Cliff L.",1997,"Citation:Home range and habitat use of forest-dwelling mallards in MinnesotaAuthor(s)Kirby, Ronald E., John H. Riechmann and Lewis M. CowardinPages215-219YearTuesday, January 1, 1985 - 12:00Issue2Volume97",,540,,Female,Adult,8,"Bemidji, Beltrami Co.",Exposure Factor Datasets,,,29,Home Range,ha,,,,,Home range and habitat use of forest-dwelling mallards in Minnesota,"Kirby, Ronald E., John H. Riechmann, Lewis M. CowardinPages215-219",2,97,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=27,0,0,,"Author(s)Feldheim, Cliff L.",1997,"Citation:Homing and reproductive habits of mallards, gadwalls, and blue-winged tealAuthor(s)Lokemoen, John T., Harold F. Duebbert and David E. SharpPages1-28YearMonday, January 1, 1990 - 12:00Volume106",,April 26 - June 6,,,,Not Reported,prairie pothole region of North Dakota,Exposure Factor Datasets,,,29,Time of Nesting,,,,,,"Homing and reproductive habits of mallards, gadwalls, and blue-winged teal","Lokemoen, John T., Harold F. Duebbert, David E. SharpPages1-28",,106,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=27,0,0,,"Author(s)Feldheim, Cliff L.",1997,"Citation:Age-related aspects of mallard reproductionAuthor(s)Krapu, Gary L. and Harold A. DotyPages35-39YearMonday, January 1, 1979 - 12:00Volume30",,10.3,,Female,Adult,46 nests,prairie pothole region of North Dakota,Exposure Factor Datasets,,,29,Clutch or Litter Size,eggs,,1.1 SD,,,Age-related aspects of mallard reproduction,"Krapu, Gary L., Harold A. DotyPages35-39",,30,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=27,0,0,,"Author(s)Feldheim, Cliff L.",1997,"Citation:Feeding ecology of mallards wintering in NebraskaAuthor(s)Jorde, Dennis G., Gary L. Krapu and Richard D. CrawfordPages1044-1053YearSaturday, January 1, 1983 - 12:00Issue4Volume47",,"corn (51.7%), milo (2.6%), other plant (16.5%), mollusca (snails, clams; 2.9%), insecta (0.3%)","food item occurrence in esophageal contents, expressed as aggregate percent dry weight",Not Reported,Not Reported,68 birds,"along Platte River, between Lexington and Gibbon, Nebraska",Exposure Factor Datasets,,,29,Dietary Composition,,,,,,Feeding ecology of mallards wintering in Nebraska,"Jorde, Dennis G., Gary L. Krapu, Richard D. CrawfordPages1044-1053",4,47,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=27,0,0,,"Author(s)Feldheim, Cliff L.",1997,"Citation:Impacts of changing irrigation practices on waterfowl habitat use in the southern San Joaquin Valley, CaliforniaAuthor(s)Barnum, D.A. and N.H. Euliss, Jr.Pages10-21YearTuesday, January 1, 1991 - 12:00Issue1Volume77",,0.25,"For explanation of classifications, see p. 11 (classifications are Kern NWR, hunting clubs, etc).",Not Reported,Not Reported,Not Reported,hunting clubs,Exposure Factor Datasets,,,29,Population Density,birds/ha,wintering birds,,,,"Impacts of changing irrigation practices on waterfowl habitat use in the southern San Joaquin Valley, California","Barnum, D.A., N.H. Euliss, Jr.Pages10-21",1,77,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=27,0,0,,"Author(s)Feldheim, Cliff L.",1997,"Citation:Heart and body growth in ducksAuthor(s)Gille, U. and F.V. SalomonPages75-81YearSaturday, January 1, 1994 - 12:00Volume58",,1.81%/d,maximum growth rate relative to asymptotic weight,Male,Juvenile,48,,Exposure Factor Datasets,,,29,Growth Rate,,,,0-154 d,Laboratory,Heart and body growth in ducks,"Gille, U., F.V. SalomonPages75-81",,58,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=27,0,0,,"Author(s)Feldheim, Cliff L.",1997,"Citation:The Central, Imperial, and Coachella Valleys of CaliforniaAuthor(s)Heitmeyer, Mickey E., Daniel P. Connelly, and Roger L. PedersonPages475-505PublisherTexas Tech University PressYearSunday, January 1, 1989 - 12:00",,"30,438",mean number of ducks counted in U.S. Fish and Wildlife Service mid-winter inventories 1978-1987,Both Male and Female,Both Adults and Juveniles,Not Reported,San Joaquin Valley,Exposure Factor Datasets,,,29,Population Density,,,,,,"The Central, Imperial, and Coachella Valleys of California","Heitmeyer, Mickey E., Daniel P. Connelly,, Roger L. PedersonPages475-505PublisherTexas Tech University Press",,,,
